CustomerID,Recency,Frequency,Monetary,AOV,Cluster_ID,Cluster_Tier,R_Score,F_Score,M_Score,RFM_Composite,Business_Segment,Recommended_Action
13030,2,22,394.64,17.94,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13031,180,1,9.66,9.66,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13032,84,2,20.7,10.35,1,Cluster_1,2,3,2,232,Hibernating,Low-cost email engagement test; purge if no response in 60d
13034,73,3,28.87,9.62,1,Cluster_1,2,3,2,232,Hibernating,Low-cost email engagement test; purge if no response in 60d
13037,135,1,32.49,32.49,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
13038,22,2,41.06,20.53,2,Cluster_2,4,3,3,433,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13041,126,1,7.6,7.6,1,Cluster_1,2,2,1,221,Hibernating,Low-cost email engagement test; purge if no response in 60d
13045,171,1,15.44,15.44,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13046,1,3,45.4,15.13,2,Cluster_2,5,3,3,533,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13049,284,1,31.51,31.51,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
13051,5,49,862.02,17.59,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13053,70,4,70.03,17.51,0,Cluster_3,2,4,4,244,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
13055,62,6,140.42,23.4,0,Cluster_3,3,4,5,345,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13056,66,3,40.49,13.5,0,Cluster_3,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
13057,16,8,111.77,13.97,0,Cluster_3,4,5,4,454,Champions,"VIP concierge access, early product drops, loyalty rewards"
13058,16,3,71.16,23.72,2,Cluster_2,4,3,4,434,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13059,295,1,4.87,4.87,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13061,46,11,217.29,19.75,0,Cluster_3,3,5,5,355,Mid-Market Regulars,"Standard promo calendar, threshold-based free shipping"
13062,16,10,183.56,18.36,0,Cluster_3,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
13063,11,29,443.09,15.28,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13064,139,1,10.35,10.35,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13065,115,2,32.27,16.13,1,Cluster_1,2,3,2,232,Hibernating,Low-cost email engagement test; purge if no response in 60d
13066,8,15,302.62,20.17,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13067,144,2,19.72,9.86,1,Cluster_1,1,3,2,132,Hibernating,Low-cost email engagement test; purge if no response in 60d
13069,56,5,83.69,16.74,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13070,116,1,25.35,25.35,1,Cluster_1,2,2,2,222,Hibernating,Low-cost email engagement test; purge if no response in 60d
13071,20,8,124.9,15.61,0,Cluster_3,4,5,4,454,Champions,"VIP concierge access, early product drops, loyalty rewards"
13073,11,5,102.61,20.52,0,Cluster_3,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
13074,137,1,3.25,3.25,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13077,22,7,141.3,20.19,0,Cluster_3,4,4,5,445,Champions,"VIP concierge access, early product drops, loyalty rewards"
13078,9,3,66.49,22.16,2,Cluster_2,5,3,4,534,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13079,190,2,43.25,21.62,1,Cluster_1,1,3,3,133,Hibernating,Low-cost email engagement test; purge if no response in 60d
13080,36,2,36.43,18.22,1,Cluster_1,3,3,3,333,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13081,62,7,109.57,15.65,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13082,309,1,3.74,3.74,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13083,18,7,169.31,24.19,0,Cluster_3,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
13084,36,3,59.71,19.9,0,Cluster_3,3,3,3,333,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13085,234,2,55.27,27.64,1,Cluster_1,1,3,3,133,Hibernating,Low-cost email engagement test; purge if no response in 60d
13086,26,2,29.64,14.82,2,Cluster_2,4,3,2,432,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13087,95,1,18.23,18.23,1,Cluster_1,2,2,2,222,Hibernating,Low-cost email engagement test; purge if no response in 60d
13088,85,1,15.15,15.15,1,Cluster_1,2,2,1,221,Hibernating,Low-cost email engagement test; purge if no response in 60d
13091,89,3,50.56,16.85,0,Cluster_3,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
13093,78,3,81.12,27.04,0,Cluster_3,2,3,4,234,Hibernating,Low-cost email engagement test; purge if no response in 60d
13094,14,13,203.21,15.63,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
13095,65,2,24.67,12.34,1,Cluster_1,2,3,2,232,Hibernating,Low-cost email engagement test; purge if no response in 60d
13097,14,12,229.15,19.1,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
13098,202,2,10.4,5.2,1,Cluster_1,1,3,1,131,Hibernating,Low-cost email engagement test; purge if no response in 60d
13099,46,1,13.03,13.03,1,Cluster_1,3,2,1,321,Needs Attention,Personalized re-activation email with product recommendations
13101,167,4,65.79,16.45,0,Cluster_3,1,4,4,144,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
13102,32,4,46.13,11.53,0,Cluster_3,4,4,3,443,Champions,"VIP concierge access, early product drops, loyalty rewards"
13103,12,1,39.87,39.87,2,Cluster_2,5,2,3,523,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
13104,15,7,99.53,14.22,0,Cluster_3,4,5,4,454,Champions,"VIP concierge access, early product drops, loyalty rewards"
13105,44,7,144.71,20.67,0,Cluster_3,3,5,5,355,Mid-Market Regulars,"Standard promo calendar, threshold-based free shipping"
13106,274,1,26.7,26.7,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
13107,110,2,49.47,24.74,1,Cluster_1,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
13109,2,5,97.57,19.51,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
13111,32,6,99.88,16.65,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
13112,3,6,73.01,12.17,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
13113,32,5,55.52,11.1,0,Cluster_3,4,4,3,443,Champions,"VIP concierge access, early product drops, loyalty rewards"
13114,285,1,1.63,1.63,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13115,29,4,79.52,19.88,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
13117,5,5,104.94,20.99,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
13119,272,1,7.06,7.06,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13120,128,2,36.53,18.26,1,Cluster_1,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
13123,12,4,39.95,9.99,2,Cluster_2,5,4,3,543,Champions,"VIP concierge access, early product drops, loyalty rewards"
13124,33,2,85.38,42.69,0,Cluster_3,3,3,4,334,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13125,80,2,22.68,11.34,1,Cluster_1,2,3,2,232,Hibernating,Low-cost email engagement test; purge if no response in 60d
13126,22,2,37.71,18.86,2,Cluster_2,4,3,3,433,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13127,169,1,1.7,1.7,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13128,112,2,64.37,32.18,1,Cluster_1,2,3,4,234,Hibernating,Low-cost email engagement test; purge if no response in 60d
13131,9,11,156.46,14.22,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13132,56,2,39.61,19.8,1,Cluster_1,3,3,3,333,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13133,185,2,36.7,18.35,1,Cluster_1,1,3,3,133,Hibernating,Low-cost email engagement test; purge if no response in 60d
13134,138,2,48.32,24.16,1,Cluster_1,1,3,3,133,Hibernating,Low-cost email engagement test; purge if no response in 60d
13135,2,16,197.24,12.33,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13137,135,2,28.27,14.14,1,Cluster_1,1,3,2,132,Hibernating,Low-cost email engagement test; purge if no response in 60d
13138,157,2,7.23,3.62,1,Cluster_1,1,3,1,131,Hibernating,Low-cost email engagement test; purge if no response in 60d
13139,43,3,14.58,4.86,1,Cluster_1,3,3,1,331,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13141,27,7,144.15,20.59,0,Cluster_3,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
13142,10,10,146.8,14.68,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13143,126,1,20.81,20.81,1,Cluster_1,2,2,2,222,Hibernating,Low-cost email engagement test; purge if no response in 60d
13144,40,7,120.05,17.15,0,Cluster_3,3,5,4,354,Mid-Market Regulars,"Standard promo calendar, threshold-based free shipping"
13145,47,14,280.34,20.02,0,Cluster_3,3,5,5,355,Mid-Market Regulars,"Standard promo calendar, threshold-based free shipping"
